"requirement_id","audit_requirement","audit_screen_ids","surface_group","scope","classification","evidence_references","implementation_status","implementation_reference","automated_test_reference","test_status","validation_reference","visual_status","known_deviation_ids","notes","flow_id","deviation_reason"
"SCR-078","Explore Scrolled 2 / explore_scrolled_2","078_explore_scrolled_2","explore","native","CONFIRMED","evidence/screenshots/078_explore_scrolled_2-20260801-135642.png;evidence/ui-xml/078_explore_scrolled_2-20260801-135642.xml;screens/screen-specs/078_explore_scrolled_2.json","IMPLEMENTED","app/src/main/java/com/sysadmindoc/nono/ui/ExploreScreen.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/078_explore_scrolled_2-metrics.json","FAIL_THRESHOLD_DOCUMENTED","validation/current/078_explore_scrolled_2.png;validation/diffs/078_explore_scrolled_2-metrics.json","FAIL_THRESHOLD_DOCUMENTED","DEV-002;DEV-003;DEV-006","","F08","Original editorial copy and illustrations were not authorized."
"SCR-079","Explore Scrolled 3 / explore_scrolled_3","079_explore_scrolled_3","explore","native","CONFIRMED","evidence/screenshots/079_explore_scrolled_3-20260801-135703.png;evidence/ui-xml/079_explore_scrolled_3-20260801-135703.xml;screens/screen-specs/079_explore_scrolled_3.json","IMPLEMENTED","app/src/main/java/com/sysadmindoc/nono/ui/ExploreScreen.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/079_explore_scrolled_3-metrics.json","FAIL_THRESHOLD_DOCUMENTED","validation/current/079_explore_scrolled_3.png;validation/diffs/079_explore_scrolled_3-metrics.json","FAIL_THRESHOLD_DOCUMENTED","DEV-002;DEV-003;DEV-006","","F08","Original editorial copy and illustrations were not authorized."
"SCR-080","Explore Bottom / explore_bottom","080_explore_bottom","explore","native","CONFIRMED","evidence/screenshots/080_explore_bottom-20260801-135722.png;evidence/ui-xml/080_explore_bottom-20260801-135722.xml;screens/screen-specs/080_explore_bottom.json","IMPLEMENTED","app/src/main/java/com/sysadmindoc/nono/ui/ExploreScreen.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/080_explore_bottom-metrics.json","FAIL_THRESHOLD_DOCUMENTED","validation/current/080_explore_bottom.png;validation/diffs/080_explore_bottom-metrics.json","FAIL_THRESHOLD_DOCUMENTED","DEV-002;DEV-003;DEV-006","","F08","Original editorial copy and illustrations were not authorized."
"SCR-081","Explore Bottom 2 / explore_bottom_2","081_explore_bottom_2","explore","native","CONFIRMED","evidence/screenshots/081_explore_bottom_2-20260801-135746.png;evidence/ui-xml/081_explore_bottom_2-20260801-135746.xml;screens/screen-specs/081_explore_bottom_2.json","IMPLEMENTED","app/src/main/java/com/sysadmindoc/nono/ui/ExploreScreen.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/081_explore_bottom_2-metrics.json","FAIL_THRESHOLD_DOCUMENTED","validation/current/081_explore_bottom_2.png;validation/diffs/081_explore_bottom_2-metrics.json","FAIL_THRESHOLD_DOCUMENTED","DEV-002;DEV-003;DEV-006","","F08","Original editorial copy and illustrations were not authorized."
"SCR-082","Explore Suggestion Rule Preview / explore_suggestion_rule_preview","082_explore_suggestion_rule_preview","rule_builder","native","CONFIRMED","evidence/screenshots/082_explore_suggestion_rule_preview-20260801-135816.png;evidence/ui-xml/082_explore_suggestion_rule_preview-20260801-135816.xml;screens/screen-specs/082_explore_suggestion_rule_preview.json","IMPLEMENTED","app/src/main/java/com/sysadmindoc/nono/ui/SignalOverlay.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/082_explore_suggestion_rule_preview-metrics.json","FAIL_THRESHOLD_DOCUMENTED","validation/current/082_explore_suggestion_rule_preview.png;validation/diffs/082_explore_suggestion_rule_preview-metrics.json","FAIL_THRESHOLD_DOCUMENTED","DEV-002;DEV-003;DEV-005","","F09","Suggestion data and artwork are independent deterministic replacements."
"SCR-083","Rules Not Triggering Help / rules_not_triggering_help","083_rules_not_triggering_help","rules_not_triggering_help","external_browser","CONFIRMED","evidence/screenshots/083_rules_not_triggering_help-20260801-135902.png;evidence/ui-xml/083_rules_not_triggering_help-20260801-135902.xml;screens/screen-specs/083_rules_not_triggering_help.json","IMPLEMENTED","app/src/main/java/com/sysadmindoc/nono/ui/ExploreScreen.kt;app/src/main/java/com/sysadmindoc/nono/ui/SettingsScreen.kt","","SAFE_INTENT_IMPLEMENTED","","NOT_APPLICABLE","DEV-006","The setting opens an external help link; Chrome first-run intercepted it. Excluded from native analysis.","","External mutable article contents were out of native audit scope."
"SCR-084","Cold Relaunch Persisted / cold_relaunch_persisted","084_cold_relaunch_persisted","cold_relaunch_persisted","excluded_repackaging","CONFIRMED","evidence/screenshots/084_cold_relaunch_persisted-20260801-140126.png;evidence/ui-xml/084_cold_relaunch_persisted-20260801-140126.xml;screens/screen-specs/084_cold_relaunch_persisted.json","EXCLUDED","","","NOT_APPLICABLE","","NOT_APPLICABLE","DEV-009","Cold-relaunch persistence capture obscured by the excluded LiteAPKS/repackaging overlay.","","Explicitly excluded third-party distribution overlay."
"SCR-085","Cold Relaunch Native State / cold_relaunch_native_state","085_cold_relaunch_native_state","rules_home","native","CONFIRMED","evidence/screenshots/085_cold_relaunch_native_state-20260801-140205.png;evidence/ui-xml/085_cold_relaunch_native_state-20260801-140205.xml;screens/screen-specs/085_cold_relaunch_native_state.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/RulesScreens.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/085_cold_relaunch_native_state-metrics.json","PASS","validation/current/085_cold_relaunch_native_state.png;validation/diffs/085_cold_relaunch_native_state-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","Native Rules state after closing the excluded cold-relaunch overlay; confirms disabled-rule persistence.","F12","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-086","Rules Landscape Rotation / rules_landscape_rotation","086_rules_landscape_rotation","rules_landscape_rotation","excluded_repackaging","CONFIRMED","evidence/screenshots/086_rules_landscape_rotation-20260801-140250.png;evidence/ui-xml/086_rules_landscape_rotation-20260801-140250.xml;screens/screen-specs/086_rules_landscape_rotation.json","EXCLUDED","","","NOT_APPLICABLE","","NOT_APPLICABLE","DEV-009","Landscape capture obscured by the excluded LiteAPKS/repackaging overlay.","","Explicitly excluded third-party distribution overlay."
"SCR-087","Rules Landscape Native / rules_landscape_native","087_rules_landscape_native","rules_home","native","CONFIRMED","evidence/screenshots/087_rules_landscape_native-20260801-140337.png;evidence/ui-xml/087_rules_landscape_native-20260801-140337.xml;screens/screen-specs/087_rules_landscape_native.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/RulesScreens.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/087_rules_landscape_native-metrics.json","PASS","validation/current/087_rules_landscape_native.png;validation/diffs/087_rules_landscape_native-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","Native landscape state after closing the excluded overlay; rotation was restored immediately afterward.","F13","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
